park_name,scientific_name,category,common_names,conservation_status,observations
Yosemite,Conringia orientalis,Vascular Plant,Hare's-Ear Mustard,Least Concern,171
Bryce,Consolida ajacis,Vascular Plant,Garden Larkspur,Least Concern,104
Great Smoky Mountains,Consolida ajacis,Vascular Plant,Garden Larkspur,Least Concern,66
Yellowstone,Consolida ajacis,Vascular Plant,Garden Larkspur,Least Concern,295
Yosemite,Consolida ajacis,Vascular Plant,Garden Larkspur,Least Concern,91
Bryce,Contia tenuis,Reptile,Sharp-Tailed Snake,Least Concern,103
Great Smoky Mountains,Contia tenuis,Reptile,Sharp-Tailed Snake,Least Concern,64
Yellowstone,Contia tenuis,Reptile,Sharp-Tailed Snake,Least Concern,247
Yosemite,Contia tenuis,Reptile,Sharp-Tailed Snake,Least Concern,152
Bryce,Contopus borealis,Bird,Olive-Sided Flycatcher,Least Concern,80
Great Smoky Mountains,Contopus borealis,Bird,Olive-Sided Flycatcher,Least Concern,80
Yellowstone,Contopus borealis,Bird,Olive-Sided Flycatcher,Least Concern,212
Yosemite,Contopus borealis,Bird,Olive-Sided Flycatcher,Least Concern,128
Bryce,Contopus cooperi,Bird,Olive-Sided Flycatcher,Species of Concern,130
Great Smoky Mountains,Contopus cooperi,Bird,Olive-Sided Flycatcher,Species of Concern,40
Yellowstone,Contopus cooperi,Bird,Olive-Sided Flycatcher,Species of Concern,243
Yosemite,Contopus cooperi,Bird,Olive-Sided Flycatcher,Species of Concern,150
Bryce,Contopus sordidulus,Bird,Western Wood-Pewee,Least Concern,143
Great Smoky Mountains,Contopus sordidulus,Bird,Western Wood-Pewee,Least Concern,172
Yellowstone,Contopus sordidulus,Bird,Western Wood-Pewee,Least Concern,472
Yosemite,Contopus sordidulus,Bird,Western Wood-Pewee,Least Concern,244
Bryce,Contopus virens,Bird,Eastern Wood-Pewee,Least Concern,110
Great Smoky Mountains,Contopus virens,Bird,Eastern Wood-Pewee,Least Concern,58
Yellowstone,Contopus virens,Bird,Eastern Wood-Pewee,Least Concern,251
Yosemite,Contopus virens,Bird,Eastern Wood-Pewee,Least Concern,128
Bryce,Convallaria majalis,Vascular Plant,Lily-Of-The-Valley,Least Concern,105
Great Smoky Mountains,Convallaria majalis,Vascular Plant,Lily-Of-The-Valley,Least Concern,65
Yellowstone,Convallaria majalis,Vascular Plant,Lily-Of-The-Valley,Least Concern,242
Yosemite,Convallaria majalis,Vascular Plant,Lily-Of-The-Valley,Least Concern,141
Bryce,Convallaria majuscula,Vascular Plant,Convallaria,Least Concern,111
Great Smoky Mountains,Convallaria majuscula,Vascular Plant,Convallaria,Least Concern,79
Yellowstone,Convallaria majuscula,Vascular Plant,Convallaria,Least Concern,235
Yosemite,Convallaria majuscula,Vascular Plant,Convallaria,Least Concern,163
Bryce,Convallaria montana,Vascular Plant,Wild Lily-Of-The-Valley,Least Concern,79
Great Smoky Mountains,Convallaria montana,Vascular Plant,Wild Lily-Of-The-Valley,Least Concern,90
Yellowstone,Convallaria montana,Vascular Plant,Wild Lily-Of-The-Valley,Least Concern,235
Yosemite,Convallaria montana,Vascular Plant,Wild Lily-Of-The-Valley,Least Concern,165
Bryce,Convolvulus arvensis,Vascular Plant,Smallflowered Morningglory,Least Concern,77
Great Smoky Mountains,Convolvulus arvensis,Vascular Plant,Smallflowered Morningglory,Least Concern,56
Yellowstone,Convolvulus arvensis,Vascular Plant,Smallflowered Morningglory,Least Concern,270
Yosemite,Convolvulus arvensis,Vascular Plant,Smallflowered Morningglory,Least Concern,163
Bryce,Conyza canadensis,Vascular Plant,Marestail,Least Concern,166
Great Smoky Mountains,Conyza canadensis,Vascular Plant,Marestail,Least Concern,135
Yellowstone,Conyza canadensis,Vascular Plant,Marestail,Least Concern,485
Yosemite,Conyza canadensis,Vascular Plant,Marestail,Least Concern,271
Bryce,Coragyps atratus,Bird,Black Vulture,Least Concern,90
Great Smoky Mountains,Coragyps atratus,Bird,Black Vulture,Least Concern,61
Yellowstone,Coragyps atratus,Bird,Black Vulture,Least Concern,286
Yosemite,Coragyps atratus,Bird,Black Vulture,Least Concern,150
Bryce,Corallorhiza maculata,Vascular Plant,Summer Coralroot,Least Concern,91
Great Smoky Mountains,Corallorhiza maculata,Vascular Plant,Summer Coralroot,Least Concern,86
Yellowstone,Corallorhiza maculata,Vascular Plant,Summer Coralroot,Least Concern,267
Yosemite,Corallorhiza maculata,Vascular Plant,Summer Coralroot,Least Concern,164
Bryce,Corallorhiza odontorhiza,Vascular Plant,Autumn Coral-Root,Least Concern,128
Great Smoky Mountains,Corallorhiza odontorhiza,Vascular Plant,Autumn Coral-Root,Least Concern,83
Yellowstone,Corallorhiza odontorhiza,Vascular Plant,Autumn Coral-Root,Least Concern,251
Yosemite,Corallorhiza odontorhiza,Vascular Plant,Autumn Coral-Root,Least Concern,153
Bryce,Corallorhiza wisteriana,Vascular Plant,Spring Coralroot,Least Concern,94
Great Smoky Mountains,Corallorhiza wisteriana,Vascular Plant,Spring Coralroot,Least Concern,67
Yellowstone,Corallorhiza wisteriana,Vascular Plant,Spring Coralroot,Least Concern,258
Yosemite,Corallorhiza wisteriana,Vascular Plant,Spring Coralroot,Least Concern,150
Bryce,Corallorrhiza maculata,Vascular Plant,Summer Coralroot,Least Concern,128
Great Smoky Mountains,Corallorrhiza maculata,Vascular Plant,Summer Coralroot,Least Concern,54
Yellowstone,Corallorrhiza maculata,Vascular Plant,Summer Coralroot,Least Concern,223
Yosemite,Corallorrhiza maculata,Vascular Plant,Summer Coralroot,Least Concern,112
Bryce,Corallorrhiza mertensiana,Vascular Plant,Pacific Coralroot,Least Concern,107
Great Smoky Mountains,Corallorrhiza mertensiana,Vascular Plant,Pacific Coralroot,Least Concern,44
Yellowstone,Corallorrhiza mertensiana,Vascular Plant,Pacific Coralroot,Least Concern,249
Yosemite,Corallorrhiza mertensiana,Vascular Plant,Pacific Coralroot,Least Concern,118
Bryce,Corallorrhiza odontorhiza,Vascular Plant,Autumn Coral-Root,Least Concern,101
Great Smoky Mountains,Corallorrhiza odontorhiza,Vascular Plant,Autumn Coral-Root,Least Concern,111
Yellowstone,Corallorrhiza odontorhiza,Vascular Plant,Autumn Coral-Root,Least Concern,271
Yosemite,Corallorrhiza odontorhiza,Vascular Plant,Autumn Coral-Root,Least Concern,139
Bryce,Corallorrhiza striata,Vascular Plant,Striped Coralroot,Least Concern,85
Great Smoky Mountains,Corallorrhiza striata,Vascular Plant,Striped Coralroot,Least Concern,69
Yellowstone,Corallorrhiza striata,Vascular Plant,Striped Coralroot,Least Concern,232
Yosemite,Corallorrhiza striata,Vascular Plant,Striped Coralroot,Least Concern,145
Bryce,Corallorrhiza trifida,Vascular Plant,Yellow Coralroot,Least Concern,116
Great Smoky Mountains,Corallorrhiza trifida,Vascular Plant,Yellow Coralroot,Least Concern,95
Yellowstone,Corallorrhiza trifida,Vascular Plant,Yellow Coralroot,Least Concern,241
Yosemite,Corallorrhiza trifida,Vascular Plant,Yellow Coralroot,Least Concern,146
Bryce,Corallorrhiza wisteriana,Vascular Plant,Spring Coralroot,Least Concern,195
Great Smoky Mountains,Corallorrhiza wisteriana,Vascular Plant,Spring Coralroot,Least Concern,161
Yellowstone,Corallorrhiza wisteriana,Vascular Plant,Spring Coralroot,Least Concern,521
Yosemite,Corallorrhiza wisteriana,Vascular Plant,Spring Coralroot,Least Concern,320
Bryce,Cordylanthus rigidus ssp. brevibracteatus,Vascular Plant,Stiffbranch Bird's Beak,Least Concern,95
Great Smoky Mountains,Cordylanthus rigidus ssp. brevibracteatus,Vascular Plant,Stiffbranch Bird's Beak,Least Concern,68
Yellowstone,Cordylanthus rigidus ssp. brevibracteatus,Vascular Plant,Stiffbranch Bird's Beak,Least Concern,260
Yosemite,Cordylanthus rigidus ssp. brevibracteatus,Vascular Plant,Stiffbranch Bird's Beak,Least Concern,135
Bryce,Cordylanthus rigidus ssp. rigidus,Vascular Plant,Stiffbranch Bird's Beak,Least Concern,116
Great Smoky Mountains,Cordylanthus rigidus ssp. rigidus,Vascular Plant,Stiffbranch Bird's Beak,Least Concern,30
Yellowstone,Cordylanthus rigidus ssp. rigidus,Vascular Plant,Stiffbranch Bird's Beak,Least Concern,245
Yosemite,Cordylanthus rigidus ssp. rigidus,Vascular Plant,Stiffbranch Bird's Beak,Least Concern,156
Bryce,Cordylanthus tenuis ssp. tenuis,Vascular Plant,Slender Bird'sbeak,Least Concern,91
Great Smoky Mountains,Cordylanthus tenuis ssp. tenuis,Vascular Plant,Slender Bird'sbeak,Least Concern,78
Yellowstone,Cordylanthus tenuis ssp. tenuis,Vascular Plant,Slender Bird'sbeak,Least Concern,267
Yosemite,Cordylanthus tenuis ssp. tenuis,Vascular Plant,Slender Bird'sbeak,Least Concern,153
Bryce,Coreopsis auriculata,Vascular Plant,Lobed Tickseed,Least Concern,101
Great Smoky Mountains,Coreopsis auriculata,Vascular Plant,Lobed Tickseed,Least Concern,77
Yellowstone,Coreopsis auriculata,Vascular Plant,Lobed Tickseed,Least Concern,239
Yosemite,Coreopsis auriculata,Vascular Plant,Lobed Tickseed,Least Concern,140
Bryce,Coreopsis lanceolata,Vascular Plant,Garden Coreopsis,Least Concern,207
Great Smoky Mountains,Coreopsis lanceolata,Vascular Plant,Garden Coreopsis,Least Concern,114
Yellowstone,Coreopsis lanceolata,Vascular Plant,Garden Coreopsis,Least Concern,530
Yosemite,Coreopsis lanceolata,Vascular Plant,Garden Coreopsis,Least Concern,332
Bryce,Coreopsis major,Vascular Plant,Wood Tickseed,Least Concern,101
Great Smoky Mountains,Coreopsis major,Vascular Plant,Wood Tickseed,Least Concern,62
Yellowstone,Coreopsis major,Vascular Plant,Wood Tickseed,Least Concern,256
Yosemite,Coreopsis major,Vascular Plant,Wood Tickseed,Least Concern,145
Bryce,Coreopsis pubescens,Vascular Plant,Star Tickseed,Least Concern,42
Great Smoky Mountains,Coreopsis pubescens,Vascular Plant,Star Tickseed,Least Concern,51
Yellowstone,Coreopsis pubescens,Vascular Plant,Star Tickseed,Least Concern,272
Yosemite,Coreopsis pubescens,Vascular Plant,Star Tickseed,Least Concern,179
Bryce,Coreopsis tinctoria,Vascular Plant,Golden Tickseed,Least Concern,86
Great Smoky Mountains,Coreopsis tinctoria,Vascular Plant,Golden Tickseed,Least Concern,64
Yellowstone,Coreopsis tinctoria,Vascular Plant,Golden Tickseed,Least Concern,281
Yosemite,Coreopsis tinctoria,Vascular Plant,Golden Tickseed,Least Concern,161
Bryce,Coreopsis tripteris,Vascular Plant,Tall Tickseed,Least Concern,86
Great Smoky Mountains,Coreopsis tripteris,Vascular Plant,Tall Tickseed,Least Concern,61
Yellowstone,Coreopsis tripteris,Vascular Plant,Tall Tickseed,Least Concern,244
Yosemite,Coreopsis tripteris,Vascular Plant,Tall Tickseed,Least Concern,188
Bryce,Cornus alternifolia,Vascular Plant,Alternate-Leaved Dogwood,Least Concern,122
Great Smoky Mountains,Cornus alternifolia,Vascular Plant,Alternate-Leaved Dogwood,Least Concern,61
Yellowstone,Cornus alternifolia,Vascular Plant,Alternate-Leaved Dogwood,Least Concern,237
Yosemite,Cornus alternifolia,Vascular Plant,Alternate-Leaved Dogwood,Least Concern,148
Bryce,Cornus amomum,Vascular Plant,Silky Dogwood,Least Concern,92
Great Smoky Mountains,Cornus amomum,Vascular Plant,Silky Dogwood,Least Concern,67
Yellowstone,Cornus amomum,Vascular Plant,Silky Dogwood,Least Concern,253
Yosemite,Cornus amomum,Vascular Plant,Silky Dogwood,Least Concern,192
Bryce,Cornus canadensis,Vascular Plant,Canadian Bunchberry,Least Concern,89
Great Smoky Mountains,Cornus canadensis,Vascular Plant,Canadian Bunchberry,Least Concern,98
Yellowstone,Cornus canadensis,Vascular Plant,Canadian Bunchberry,Least Concern,233
Yosemite,Cornus canadensis,Vascular Plant,Canadian Bunchberry,Least Concern,130
Bryce,Cornus florida,Vascular Plant,Flowering Dogwood,Least Concern,83
Great Smoky Mountains,Cornus florida,Vascular Plant,Flowering Dogwood,Least Concern,38
Yellowstone,Cornus florida,Vascular Plant,Flowering Dogwood,Least Concern,247
Yosemite,Cornus florida,Vascular Plant,Flowering Dogwood,Least Concern,179
Bryce,Cornus foemina,Vascular Plant,Swamp Dogwood,Least Concern,91
Great Smoky Mountains,Cornus foemina,Vascular Plant,Swamp Dogwood,Least Concern,47
Yellowstone,Cornus foemina,Vascular Plant,Swamp Dogwood,Least Concern,260
Yosemite,Cornus foemina,Vascular Plant,Swamp Dogwood,Least Concern,138
Bryce,Cornus nuttallii,Vascular Plant,Pacific Dogwood,Least Concern,97
Great Smoky Mountains,Cornus nuttallii,Vascular Plant,Pacific Dogwood,Least Concern,48
Yellowstone,Cornus nuttallii,Vascular Plant,Pacific Dogwood,Least Concern,281
Yosemite,Cornus nuttallii,Vascular Plant,Pacific Dogwood,Least Concern,145
Bryce,Cornus sericea,Vascular Plant,Redosier Dogwood,Least Concern,100
Great Smoky Mountains,Cornus sericea,Vascular Plant,Redosier Dogwood,Least Concern,69
Yellowstone,Cornus sericea,Vascular Plant,Redosier Dogwood,Least Concern,238
Yosemite,Cornus sericea,Vascular Plant,Redosier Dogwood,Least Concern,162
Bryce,Cornus sericea ssp. occidentalis,Vascular Plant,Western Dogwood,Least Concern,102
Great Smoky Mountains,Cornus sericea ssp. occidentalis,Vascular Plant,Western Dogwood,Least Concern,67
Yellowstone,Cornus sericea ssp. occidentalis,Vascular Plant,Western Dogwood,Least Concern,241
Yosemite,Cornus sericea ssp. occidentalis,Vascular Plant,Western Dogwood,Least Concern,138
Bryce,Cornus sericea ssp. sericea,Vascular Plant,Tatarian Dogwood,Least Concern,81
Great Smoky Mountains,Cornus sericea ssp. sericea,Vascular Plant,Tatarian Dogwood,Least Concern,75
Yellowstone,Cornus sericea ssp. sericea,Vascular Plant,Tatarian Dogwood,Least Concern,275
Yosemite,Cornus sericea ssp. sericea,Vascular Plant,Tatarian Dogwood,Least Concern,185
Bryce,Coronilla varia,Vascular Plant,Crown-Vetch,Least Concern,138
Great Smoky Mountains,Coronilla varia,Vascular Plant,Crown-Vetch,Least Concern,99
Yellowstone,Coronilla varia,Vascular Plant,Crown-Vetch,Least Concern,228
Yosemite,Coronilla varia,Vascular Plant,Crown-Vetch,Least Concern,152
Bryce,Corvus brachyrhynchos,Bird,American Crow,Least Concern,115
Great Smoky Mountains,Corvus brachyrhynchos,Bird,American Crow,Least Concern,46
Yellowstone,Corvus brachyrhynchos,Bird,American Crow,Least Concern,235
Yosemite,Corvus brachyrhynchos,Bird,American Crow,Least Concern,153
Bryce,Corvus corax,Bird,Common Raven,Least Concern,71
Great Smoky Mountains,Corvus corax,Bird,Common Raven,Least Concern,58
Yellowstone,Corvus corax,Bird,Common Raven,Least Concern,256
Yosemite,Corvus corax,Bird,Common Raven,Least Concern,142
Bryce,Corydalis aurea,Vascular Plant,Scrambled Eggs,Least Concern,9
Great Smoky Mountains,Corydalis aurea,Vascular Plant,Scrambled Eggs,Least Concern,92
Yellowstone,Corydalis aurea,Vascular Plant,Scrambled Eggs,Least Concern,253
Yosemite,Corydalis aurea,Vascular Plant,Scrambled Eggs,Least Concern,141
Bryce,Corydalis aurea var. aurea,Vascular Plant,Golden Corydalis,Least Concern,127
Great Smoky Mountains,Corydalis aurea var. aurea,Vascular Plant,Golden Corydalis,Least Concern,53
Yellowstone,Corydalis aurea var. aurea,Vascular Plant,Golden Corydalis,Least Concern,219
Yosemite,Corydalis aurea var. aurea,Vascular Plant,Golden Corydalis,Least Concern,160
Bryce,Corydalis flavula,Vascular Plant,Golden Corydalis,Least Concern,76
Great Smoky Mountains,Corydalis flavula,Vascular Plant,Golden Corydalis,Least Concern,48
Yellowstone,Corydalis flavula,Vascular Plant,Golden Corydalis,Least Concern,245
Yosemite,Corydalis flavula,Vascular Plant,Golden Corydalis,Least Concern,152
Bryce,Corydalis micrantha ssp. australis,Vascular Plant,Smallflower Fumewort,Least Concern,117
Great Smoky Mountains,Corydalis micrantha ssp. australis,Vascular Plant,Smallflower Fumewort,Least Concern,45
Yellowstone,Corydalis micrantha ssp. australis,Vascular Plant,Smallflower Fumewort,Least Concern,262
Yosemite,Corydalis micrantha ssp. australis,Vascular Plant,Smallflower Fumewort,Least Concern,159
Bryce,Corydalis sempervirens,Vascular Plant,Pale Corydalis,Least Concern,100
Great Smoky Mountains,Corydalis sempervirens,Vascular Plant,Pale Corydalis,Least Concern,96
Yellowstone,Corydalis sempervirens,Vascular Plant,Pale Corydalis,Least Concern,263
Yosemite,Corydalis sempervirens,Vascular Plant,Pale Corydalis,Least Concern,188
Bryce,Corylus americana,Vascular Plant,American Hazelnut,Least Concern,90
Great Smoky Mountains,Corylus americana,Vascular Plant,American Hazelnut,Least Concern,75
Yellowstone,Corylus americana,Vascular Plant,American Hazelnut,Least Concern,265
Yosemite,Corylus americana,Vascular Plant,American Hazelnut,Least Concern,95
Bryce,Corylus cornuta,Vascular Plant,Beaked Hazelnut,Least Concern,106
Great Smoky Mountains,Corylus cornuta,Vascular Plant,Beaked Hazelnut,Least Concern,92
Yellowstone,Corylus cornuta,Vascular Plant,Beaked Hazelnut,Least Concern,247
Yosemite,Corylus cornuta,Vascular Plant,Beaked Hazelnut,Least Concern,156
Bryce,Corylus cornuta var. californica,Vascular Plant,California Hazelnut,Least Concern,83
Great Smoky Mountains,Corylus cornuta var. californica,Vascular Plant,California Hazelnut,Least Concern,80
Yellowstone,Corylus cornuta var. californica,Vascular Plant,California Hazelnut,Least Concern,255
Yosemite,Corylus cornuta var. californica,Vascular Plant,California Hazelnut,Least Concern,158
Bryce,Corynorhinus rafinesquii,Mammal,Rafinesque's Big-Eared Bat,Least Concern,57
Great Smoky Mountains,Corynorhinus rafinesquii,Mammal,Rafinesque's Big-Eared Bat,Least Concern,80
Yellowstone,Corynorhinus rafinesquii,Mammal,Rafinesque's Big-Eared Bat,Least Concern,259
Yosemite,Corynorhinus rafinesquii,Mammal,Rafinesque's Big-Eared Bat,Least Concern,188
Bryce,Corynorhinus townsendii,Mammal,Townsend's Big-Eared Bat,Least Concern,226
Great Smoky Mountains,Corynorhinus townsendii,Mammal,Townsend's Big-Eared Bat,Least Concern,185
Yellowstone,Corynorhinus townsendii,Mammal,Townsend's Big-Eared Bat,Least Concern,506
Yosemite,Corynorhinus townsendii,Mammal,Townsend's Big-Eared Bat,Least Concern,294
Bryce,Coscinodon cribrosus,Nonvascular Plant,Coscinodon Moss,Least Concern,124
Great Smoky Mountains,Coscinodon cribrosus,Nonvascular Plant,Coscinodon Moss,Least Concern,63
Yellowstone,Coscinodon cribrosus,Nonvascular Plant,Coscinodon Moss,Least Concern,233
Yosemite,Coscinodon cribrosus,Nonvascular Plant,Coscinodon Moss,Least Concern,133
Bryce,Cosmos bipinnatus,Vascular Plant,Garden Cosmos,Least Concern,90
Great Smoky Mountains,Cosmos bipinnatus,Vascular Plant,Garden Cosmos,Least Concern,82
Yellowstone,Cosmos bipinnatus,Vascular Plant,Garden Cosmos,Least Concern,246
Yosemite,Cosmos bipinnatus,Vascular Plant,Garden Cosmos,Least Concern,147
Bryce,Cosmos sulphureus,Vascular Plant,Sulphur Cosmos,Least Concern,109
Great Smoky Mountains,Cosmos sulphureus,Vascular Plant,Sulphur Cosmos,Least Concern,72
Yellowstone,Cosmos sulphureus,Vascular Plant,Sulphur Cosmos,Least Concern,281
Yosemite,Cosmos sulphureus,Vascular Plant,Sulphur Cosmos,Least Concern,127
Bryce,Cottus bairdi,Fish,Mottled Sculpin,Least Concern,133
Great Smoky Mountains,Cottus bairdi,Fish,Mottled Sculpin,Least Concern,63
Yellowstone,Cottus bairdi,Fish,Mottled Sculpin,Least Concern,267
